County,Date,Status (as of 2024-06-04),Number of Transactions
Multnomah,11/16/2019,Canceled,3
Multnomah,11/17/2019,Approved,86
Multnomah,11/17/2019,Canceled,2
Multnomah,11/17/2019,Denied,1
Multnomah,11/18/2019,Approved,44
Multnomah,11/18/2019,Canceled,1
Multnomah,11/19/2019,Approved,43
Multnomah,11/19/2019,Denied,6
Multnomah,11/20/2019,Approved,49
Multnomah,11/20/2019,Canceled,3
Multnomah,11/21/2019,Approved,54
Multnomah,11/21/2019,Canceled,1
Multnomah,11/22/2019,Approved,62
Multnomah,11/22/2019,Denied,1
Multnomah,11/23/2019,Approved,110
Multnomah,11/23/2019,Denied,1
Multnomah,11/24/2019,Approved,32
Multnomah,11/24/2019,Canceled,1
Multnomah,11/25/2019,Approved,42
Multnomah,11/26/2019,Approved,56
Multnomah,11/27/2019,Approved,51
Multnomah,11/27/2019,Canceled,1
Multnomah,11/28/2019,Approved,2
Multnomah,11/29/2019,Approved,196
Multnomah,11/29/2019,Canceled,4
Multnomah,11/30/2019,Approved,74
Multnomah,11/30/2019,Canceled,1
Multnomah,12/1/2019,Approved,19
Multnomah,12/2/2019,Approved,46
Multnomah,12/2/2019,Canceled,1
Multnomah,12/3/2019,Approved,50
Multnomah,12/4/2019,Approved,54
Multnomah,12/4/2019,Canceled,1
Multnomah,12/5/2019,Approved,74
Multnomah,12/6/2019,Approved,74
Multnomah,12/6/2019,Canceled,2
Multnomah,12/7/2019,Approved,211
Multnomah,12/7/2019,Canceled,6
Multnomah,12/7/2019,Denied,2
Multnomah,12/8/2019,Approved,82
Multnomah,12/9/2019,Approved,54
Multnomah,12/9/2019,Canceled,1
Multnomah,12/9/2019,Denied,1
Multnomah,12/10/2019,Approved,76
Multnomah,12/11/2019,Approved,63
Multnomah,12/11/2019,Denied,1
Multnomah,12/12/2019,Approved,65
Multnomah,12/12/2019,Canceled,1
Multnomah,12/13/2019,Approved,91
Multnomah,12/14/2019,Approved,90
Multnomah,12/14/2019,Canceled,2
Multnomah,12/15/2019,Approved,34
Multnomah,12/15/2019,Canceled,1
Multnomah,12/16/2019,Approved,64
Multnomah,12/16/2019,Canceled,2
Multnomah,12/16/2019,Denied,1
Multnomah,12/17/2019,Approved,57
Multnomah,12/18/2019,Approved,62
Multnomah,12/18/2019,Canceled,1
Multnomah,12/18/2019,Denied,1
Multnomah,12/19/2019,Approved,53
Multnomah,12/20/2019,Approved,103
Multnomah,12/20/2019,Canceled,1
Multnomah,12/20/2019,Denied,4
Multnomah,12/21/2019,Approved,117
Multnomah,12/21/2019,Canceled,4
Multnomah,12/22/2019,Approved,24
Multnomah,12/23/2019,Approved,64
Multnomah,12/23/2019,Canceled,2
Multnomah,12/23/2019,Denied,1
Multnomah,12/24/2019,Approved,65
Multnomah,12/24/2019,Denied,1
Multnomah,12/26/2019,Approved,89
Multnomah,12/26/2019,Denied,1
Multnomah,12/27/2019,Approved,44
Multnomah,12/27/2019,Denied,1
Multnomah,12/28/2019,Approved,52
Multnomah,12/28/2019,Canceled,1
Multnomah,12/29/2019,Approved,16
Multnomah,12/29/2019,Canceled,1
Multnomah,12/30/2019,Approved,37
Multnomah,12/30/2019,Denied,1
Multnomah,12/31/2019,Approved,33
Multnomah,12/31/2019,Canceled,1
Multnomah,1/1/2020,Approved,12
Multnomah,1/2/2020,Approved,46
Multnomah,1/3/2020,Approved,76
Multnomah,1/3/2020,Canceled,1
Multnomah,1/4/2020,Approved,198
Multnomah,1/4/2020,Canceled,1
Multnomah,1/4/2020,Denied,1
Multnomah,1/5/2020,Approved,100
Multnomah,1/5/2020,Canceled,2
Multnomah,1/6/2020,Approved,43
Multnomah,1/7/2020,Approved,61
Multnomah,1/7/2020,Canceled,1
Multnomah,1/8/2020,Approved,51
Multnomah,1/9/2020,Approved,53
Multnomah,1/10/2020,Approved,53
Multnomah,1/11/2020,Approved,81
Multnomah,1/12/2020,Approved,16
Multnomah,1/13/2020,Approved,34
Multnomah,1/13/2020,Canceled,1
Multnomah,1/14/2020,Approved,53
Multnomah,1/15/2020,Approved,48
Multnomah,1/15/2020,Denied,1
Multnomah,1/16/2020,Approved,63
Multnomah,1/17/2020,Approved,75
Multnomah,1/17/2020,Denied,1
Multnomah,1/18/2020,Approved,93
Multnomah,1/18/2020,Canceled,4
Multnomah,1/19/2020,Approved,15
Multnomah,1/19/2020,Denied,1
Multnomah,1/20/2020,Approved,52
Multnomah,1/21/2020,Approved,63
Multnomah,1/21/2020,Canceled,2
Multnomah,1/22/2020,Approved,52
Multnomah,1/23/2020,Approved,55
Multnomah,1/23/2020,Canceled,2
Multnomah,1/24/2020,Approved,61
Multnomah,1/25/2020,Approved,74
Multnomah,1/25/2020,Canceled,1
Multnomah,1/26/2020,Approved,21
Multnomah,1/27/2020,Approved,55
Multnomah,1/27/2020,Canceled,1
Multnomah,1/27/2020,Denied,1
Multnomah,1/28/2020,Approved,46
Multnomah,1/28/2020,Canceled,1
Multnomah,1/28/2020,Denied,3
Multnomah,1/29/2020,Approved,63
Multnomah,1/29/2020,Canceled,1
Multnomah,1/29/2020,Denied,1
Multnomah,1/30/2020,Approved,37
Multnomah,1/30/2020,Canceled,1
Multnomah,1/30/2020,Denied,2
Multnomah,1/31/2020,Approved,71
Multnomah,1/31/2020,Canceled,1
Multnomah,2/1/2020,Approved,89
Multnomah,2/1/2020,Denied,1
Multnomah,2/2/2020,Approved,16
Multnomah,2/3/2020,Approved,59
Multnomah,2/4/2020,Approved,51
Multnomah,2/5/2020,Approved,48
Multnomah,2/5/2020,Canceled,2
Multnomah,2/5/2020,Denied,1
Multnomah,2/6/2020,Approved,50
Multnomah,2/7/2020,Approved,74
Multnomah,2/8/2020,Approved,114
Multnomah,2/8/2020,Canceled,1
Multnomah,2/8/2020,Denied,1
Multnomah,2/9/2020,Approved,23
Multnomah,2/9/2020,Canceled,1
Multnomah,2/10/2020,Approved,46
Multnomah,2/11/2020,Approved,53
Multnomah,2/11/2020,Canceled,1
Multnomah,2/11/2020,Denied,2
Multnomah,2/12/2020,Approved,66
Multnomah,2/12/2020,Canceled,1
Multnomah,2/13/2020,Approved,62
Multnomah,2/14/2020,Approved,63
Multnomah,2/14/2020,Canceled,2
Multnomah,2/15/2020,Approved,88
Multnomah,2/16/2020,Approved,24
Multnomah,2/17/2020,Approved,42
Multnomah,2/17/2020,Canceled,1
Multnomah,2/18/2020,Approved,41
Multnomah,2/18/2020,Canceled,1
Multnomah,2/19/2020,Approved,37
Multnomah,2/20/2020,Approved,57
Multnomah,2/20/2020,Canceled,2
Multnomah,2/21/2020,Approved,74
Multnomah,2/21/2020,Denied,1
Multnomah,2/22/2020,Approved,227
Multnomah,2/22/2020,Canceled,2
Multnomah,2/23/2020,Approved,103
Multnomah,2/23/2020,Canceled,7
Multnomah,2/23/2020,Denied,2
Multnomah,2/24/2020,Approved,60
Multnomah,2/24/2020,Canceled,1
Multnomah,2/25/2020,Approved,66
Multnomah,2/25/2020,Canceled,1
Multnomah,2/26/2020,Approved,85
Multnomah,2/26/2020,Canceled,1
Multnomah,2/27/2020,Approved,86
Multnomah,2/27/2020,Canceled,1
Multnomah,2/27/2020,Denied,1
Multnomah,2/28/2020,Approved,90
Multnomah,2/28/2020,Canceled,5
Multnomah,2/29/2020,Approved,158
Multnomah,2/29/2020,Canceled,5
Multnomah,2/29/2020,Denied,2
Multnomah,3/1/2020,Approved,45
Multnomah,3/1/2020,Canceled,1
Multnomah,3/2/2020,Approved,75
Multnomah,3/2/2020,Canceled,1
Multnomah,3/3/2020,Approved,74
Multnomah,3/3/2020,Canceled,2
Multnomah,3/3/2020,Denied,2
Multnomah,3/4/2020,Approved,71
Multnomah,3/4/2020,Denied,1
Multnomah,3/5/2020,Approved,52
Multnomah,3/5/2020,Canceled,2
Multnomah,3/5/2020,Denied,2
Multnomah,3/6/2020,Approved,76
Multnomah,3/6/2020,Canceled,2
Multnomah,3/7/2020,Approved,105
Multnomah,3/7/2020,Canceled,3
Multnomah,3/8/2020,Approved,41
Multnomah,3/8/2020,Canceled,1
Multnomah,3/9/2020,Approved,58
Multnomah,3/9/2020,Denied,1
Multnomah,3/10/2020,Approved,68
Multnomah,3/10/2020,Canceled,4
Multnomah,3/10/2020,Denied,1
Multnomah,3/11/2020,Approved,48
Multnomah,3/11/2020,Canceled,2
Multnomah,3/11/2020,Denied,1
Multnomah,3/12/2020,Approved,107
Multnomah,3/12/2020,Canceled,2
Multnomah,3/12/2020,Denied,1
Multnomah,3/13/2020,Approved,187
Multnomah,3/13/2020,Canceled,7
Multnomah,3/13/2020,Denied,1
Multnomah,3/14/2020,Approved,211
Multnomah,3/14/2020,Canceled,5
Multnomah,3/14/2020,Denied,1
Multnomah,3/15/2020,Approved,68
Multnomah,3/15/2020,Canceled,4
Multnomah,3/15/2020,Denied,2
Multnomah,3/16/2020,Approved,295
Multnomah,3/16/2020,Canceled,26
Multnomah,3/17/2020,Approved,275
Multnomah,3/17/2020,Canceled,22
Multnomah,3/17/2020,Denied,3
Multnomah,3/18/2020,Approved,291
Multnomah,3/18/2020,Canceled,17
Multnomah,3/18/2020,Denied,3
Multnomah,3/19/2020,Approved,301
Multnomah,3/19/2020,Canceled,14
Multnomah,3/19/2020,Denied,7
Multnomah,3/20/2020,Approved,350
Multnomah,3/20/2020,Canceled,28
Multnomah,3/20/2020,Denied,4
Multnomah,3/21/2020,Approved,308
Multnomah,3/21/2020,Canceled,22
Multnomah,3/21/2020,Denied,4
Multnomah,3/22/2020,Approved,82
Multnomah,3/22/2020,Canceled,4
Multnomah,3/22/2020,Denied,2
Multnomah,3/23/2020,Approved,188
Multnomah,3/23/2020,Canceled,11
Multnomah,3/23/2020,Denied,2
Multnomah,3/24/2020,Approved,123
Multnomah,3/24/2020,Canceled,8
Multnomah,3/24/2020,Denied,3
Multnomah,3/25/2020,Approved,124
Multnomah,3/25/2020,Canceled,7
Multnomah,3/25/2020,Denied,3
Multnomah,3/26/2020,Approved,119
Multnomah,3/26/2020,Canceled,5
Multnomah,3/26/2020,Denied,1
Multnomah,3/27/2020,Approved,150
Multnomah,3/27/2020,Canceled,6
Multnomah,3/28/2020,Approved,153
Multnomah,3/28/2020,Canceled,8
Multnomah,3/28/2020,Denied,3
Multnomah,3/29/2020,Approved,28
Multnomah,3/29/2020,Canceled,3
Multnomah,3/29/2020,Denied,2
Multnomah,3/30/2020,Approved,58
Multnomah,3/30/2020,Canceled,1
Multnomah,3/30/2020,Denied,1
Multnomah,3/31/2020,Approved,112
Multnomah,3/31/2020,Canceled,9
Multnomah,3/31/2020,Denied,1
Multnomah,4/1/2020,Approved,110
Multnomah,4/1/2020,Canceled,5
Multnomah,4/1/2020,Denied,3
Multnomah,4/2/2020,Approved,111
Multnomah,4/2/2020,Canceled,3
Multnomah,4/2/2020,Denied,1
Multnomah,4/3/2020,Approved,131
Multnomah,4/3/2020,Canceled,3
Multnomah,4/3/2020,Denied,1
Multnomah,4/4/2020,Approved,135
Multnomah,4/4/2020,Canceled,9
Multnomah,4/4/2020,Denied,1
Multnomah,4/5/2020,Approved,33
Multnomah,4/5/2020,Canceled,3
Multnomah,4/5/2020,Denied,1
Multnomah,4/6/2020,Approved,62
Multnomah,4/6/2020,Canceled,4
Multnomah,4/7/2020,Approved,95
Multnomah,4/7/2020,Canceled,5
Multnomah,4/8/2020,Approved,74
Multnomah,4/8/2020,Canceled,7
Multnomah,4/8/2020,Denied,1
Multnomah,4/9/2020,Approved,88
Multnomah,4/9/2020,Canceled,3
Multnomah,4/9/2020,Denied,1
Multnomah,4/10/2020,Approved,108
Multnomah,4/10/2020,Canceled,2
Multnomah,4/11/2020,Approved,92
Multnomah,4/11/2020,Canceled,4
Multnomah,4/12/2020,Approved,4
Multnomah,4/12/2020,Canceled,1
Multnomah,4/13/2020,Approved,70
Multnomah,4/13/2020,Canceled,5
Multnomah,4/13/2020,Denied,1
Multnomah,4/14/2020,Approved,102
Multnomah,4/14/2020,Canceled,6
Multnomah,4/14/2020,Denied,1
Multnomah,4/15/2020,Approved,152
Multnomah,4/15/2020,Canceled,13
Multnomah,4/15/2020,Denied,2
Multnomah,4/16/2020,Approved,117
Multnomah,4/16/2020,Canceled,11
Multnomah,4/16/2020,Denied,1
Multnomah,4/17/2020,Approved,139
Multnomah,4/17/2020,Canceled,8
Multnomah,4/17/2020,Denied,1
Multnomah,4/18/2020,Approved,159
Multnomah,4/18/2020,Canceled,9
Multnomah,4/18/2020,Denied,3
Multnomah,4/19/2020,Approved,36
Multnomah,4/19/2020,Canceled,3
Multnomah,4/20/2020,Approved,63
Multnomah,4/20/2020,Canceled,3
Multnomah,4/20/2020,Denied,2
Multnomah,4/21/2020,Approved,102
Multnomah,4/21/2020,Canceled,2
Multnomah,4/22/2020,Approved,94
Multnomah,4/22/2020,Canceled,1
Multnomah,4/22/2020,Denied,2
Multnomah,4/23/2020,Approved,102
Multnomah,4/23/2020,Denied,2
Multnomah,4/24/2020,Approved,121
Multnomah,4/24/2020,Canceled,7
Multnomah,4/25/2020,Approved,115
Multnomah,4/25/2020,Canceled,4
Multnomah,4/25/2020,Denied,1
Multnomah,4/26/2020,Approved,24
Multnomah,4/26/2020,Canceled,2
Multnomah,4/27/2020,Approved,52
Multnomah,4/27/2020,Canceled,2
Multnomah,4/28/2020,Approved,86
Multnomah,4/28/2020,Canceled,2
Multnomah,4/29/2020,Approved,93
Multnomah,4/29/2020,Canceled,4
Multnomah,4/29/2020,Denied,1
Multnomah,4/30/2020,Approved,111
Multnomah,4/30/2020,Canceled,9
Multnomah,4/30/2020,Denied,3
Multnomah,5/1/2020,Approved,109
Multnomah,5/1/2020,Canceled,5
Multnomah,5/1/2020,Denied,3
Multnomah,5/2/2020,Approved,129
Multnomah,5/2/2020,Canceled,1
Multnomah,5/2/2020,Denied,2
Multnomah,5/3/2020,Approved,26
Multnomah,5/3/2020,Canceled,1
Multnomah,5/3/2020,Denied,1
Multnomah,5/4/2020,Approved,63
Multnomah,5/4/2020,Canceled,6
Multnomah,5/5/2020,Approved,92
Multnomah,5/5/2020,Canceled,5
Multnomah,5/6/2020,Approved,94
Multnomah,5/6/2020,Canceled,3
Multnomah,5/6/2020,Denied,1
Multnomah,5/7/2020,Approved,104
Multnomah,5/7/2020,Canceled,2
Multnomah,5/7/2020,Denied,2
Multnomah,5/8/2020,Approved,95
Multnomah,5/8/2020,Canceled,4
Multnomah,5/9/2020,Approved,97
Multnomah,5/9/2020,Denied,3
Multnomah,5/10/2020,Approved,19
Multnomah,5/10/2020,Canceled,1
Multnomah,5/11/2020,Approved,64
Multnomah,5/11/2020,Canceled,2
Multnomah,5/11/2020,Denied,2
Multnomah,5/12/2020,Approved,86
Multnomah,5/12/2020,Canceled,5
Multnomah,5/13/2020,Approved,87
Multnomah,5/13/2020,Canceled,5
Multnomah,5/13/2020,Denied,1
Multnomah,5/14/2020,Approved,89
Multnomah,5/14/2020,Canceled,10
Multnomah,5/14/2020,Denied,3
Multnomah,5/15/2020,Approved,105
Multnomah,5/15/2020,Canceled,7
Multnomah,5/15/2020,Denied,2
Multnomah,5/16/2020,Approved,108
Multnomah,5/16/2020,Canceled,8
Multnomah,5/16/2020,Denied,1
Multnomah,5/17/2020,Approved,28
Multnomah,5/17/2020,Canceled,2
Multnomah,5/18/2020,Approved,59
Multnomah,5/18/2020,Canceled,1
Multnomah,5/19/2020,Approved,95
Multnomah,5/19/2020,Canceled,3
Multnomah,5/19/2020,Denied,1
Multnomah,5/20/2020,Approved,80
Multnomah,5/20/2020,Canceled,6
Multnomah,5/21/2020,Approved,84
Multnomah,5/21/2020,Canceled,1
Multnomah,5/21/2020,Denied,1
Multnomah,5/22/2020,Approved,110
Multnomah,5/22/2020,Canceled,2
Multnomah,5/23/2020,Approved,85
Multnomah,5/23/2020,Canceled,3
Multnomah,5/23/2020,Denied,3
Multnomah,5/24/2020,Approved,22
Multnomah,5/24/2020,Canceled,1
Multnomah,5/25/2020,Approved,22
Multnomah,5/26/2020,Approved,70
Multnomah,5/26/2020,Canceled,4
Multnomah,5/27/2020,Approved,80
Multnomah,5/27/2020,Canceled,1
Multnomah,5/27/2020,Denied,1
Multnomah,5/28/2020,Approved,71
Multnomah,5/28/2020,Canceled,2
Multnomah,5/28/2020,Denied,1
Multnomah,5/29/2020,Approved,115
Multnomah,5/29/2020,Canceled,4
Multnomah,5/29/2020,Denied,1
Multnomah,5/30/2020,Approved,141
Multnomah,5/30/2020,Canceled,6
Multnomah,5/30/2020,Denied,1
Multnomah,5/31/2020,Approved,39
Multnomah,6/1/2020,Approved,107
Multnomah,6/1/2020,Canceled,8
Multnomah,6/2/2020,Approved,145
Multnomah,6/2/2020,Canceled,10
Multnomah,6/2/2020,Denied,3
Multnomah,6/3/2020,Approved,106
Multnomah,6/3/2020,Canceled,5
Multnomah,6/4/2020,Approved,117
Multnomah,6/4/2020,Canceled,4
Multnomah,6/5/2020,Approved,132
Multnomah,6/5/2020,Canceled,9
Multnomah,6/6/2020,Approved,176
Multnomah,6/6/2020,Canceled,7
Multnomah,6/7/2020,Approved,45
Multnomah,6/7/2020,Canceled,1
Multnomah,6/8/2020,Approved,61
Multnomah,6/8/2020,Canceled,3
Multnomah,6/8/2020,Denied,1
Multnomah,6/9/2020,Approved,133
Multnomah,6/9/2020,Canceled,10
Multnomah,6/9/2020,Denied,1
Multnomah,6/10/2020,Approved,108
Multnomah,6/10/2020,Canceled,9
Multnomah,6/10/2020,Denied,1
Multnomah,6/11/2020,Approved,126
Multnomah,6/11/2020,Canceled,7
Multnomah,6/11/2020,Denied,4
Multnomah,6/12/2020,Approved,147
Multnomah,6/12/2020,Canceled,2
Multnomah,6/12/2020,Denied,1
Multnomah,6/13/2020,Approved,153
Multnomah,6/13/2020,Canceled,8
Multnomah,6/13/2020,Denied,2
Multnomah,6/14/2020,Approved,27
Multnomah,6/14/2020,Canceled,2
Multnomah,6/14/2020,Denied,1
Multnomah,6/15/2020,Approved,80
Multnomah,6/15/2020,Canceled,2
Multnomah,6/15/2020,Denied,1
Multnomah,6/16/2020,Approved,115
Multnomah,6/16/2020,Canceled,8
Multnomah,6/17/2020,Approved,103
Multnomah,6/17/2020,Canceled,2
Multnomah,6/18/2020,Approved,122
Multnomah,6/18/2020,Canceled,6
Multnomah,6/18/2020,Denied,1
Multnomah,6/19/2020,Approved,134
Multnomah,6/19/2020,Canceled,3
Multnomah,6/20/2020,Approved,128
Multnomah,6/20/2020,Canceled,4
Multnomah,6/20/2020,Denied,1
Multnomah,6/21/2020,Approved,29
Multnomah,6/21/2020,Canceled,3
Multnomah,6/22/2020,Approved,91
Multnomah,6/22/2020,Canceled,2
Multnomah,6/23/2020,Approved,101
Multnomah,6/23/2020,Canceled,5
Multnomah,6/24/2020,Approved,116
Multnomah,6/24/2020,Canceled,6
Multnomah,6/24/2020,Denied,1
Multnomah,6/25/2020,Approved,101
Multnomah,6/25/2020,Canceled,3
Multnomah,6/25/2020,Denied,1
Multnomah,6/26/2020,Approved,111
Multnomah,6/26/2020,Canceled,1
Multnomah,6/26/2020,Denied,2
Multnomah,6/27/2020,Approved,96
Multnomah,6/27/2020,Canceled,8
Multnomah,6/27/2020,Denied,2
Multnomah,6/28/2020,Approved,19
Multnomah,6/28/2020,Canceled,2
Multnomah,6/29/2020,Approved,95
Multnomah,6/29/2020,Canceled,5
Multnomah,6/29/2020,Denied,2
Multnomah,6/30/2020,Approved,105
Multnomah,6/30/2020,Canceled,5
Multnomah,6/30/2020,Denied,1
Multnomah,7/1/2020,Approved,94
Multnomah,7/1/2020,Canceled,11
Multnomah,7/2/2020,Approved,132
Multnomah,7/2/2020,Canceled,3
Multnomah,7/2/2020,Denied,2
Multnomah,7/3/2020,Approved,124
Multnomah,7/3/2020,Canceled,5
Multnomah,7/3/2020,Denied,1
Multnomah,7/3/2020,Pending,1
Multnomah,7/4/2020,Approved,18
Multnomah,7/5/2020,Approved,12
Multnomah,7/5/2020,Denied,1
Multnomah,7/6/2020,Approved,92
Multnomah,7/6/2020,Canceled,3
Multnomah,7/6/2020,Denied,2
Multnomah,7/7/2020,Approved,84
Multnomah,7/7/2020,Canceled,4
Multnomah,7/8/2020,Approved,78
Multnomah,7/8/2020,Canceled,2
Multnomah,7/8/2020,Denied,2
Multnomah,7/9/2020,Approved,107
Multnomah,7/9/2020,Canceled,1
Multnomah,7/9/2020,Denied,2
Multnomah,7/10/2020,Approved,102
Multnomah,7/10/2020,Canceled,6
Multnomah,7/10/2020,Denied,1
Multnomah,7/11/2020,Approved,102
Multnomah,7/11/2020,Canceled,9
Multnomah,7/12/2020,Approved,24
Multnomah,7/13/2020,Approved,82
Multnomah,7/13/2020,Canceled,5
Multnomah,7/14/2020,Approved,104
Multnomah,7/14/2020,Denied,2
Multnomah,7/15/2020,Approved,81
Multnomah,7/15/2020,Canceled,4
Multnomah,7/16/2020,Approved,89
Multnomah,7/16/2020,Canceled,3
Multnomah,7/17/2020,Approved,107
Multnomah,7/17/2020,Canceled,3
Multnomah,7/17/2020,Denied,2
Multnomah,7/18/2020,Approved,115
Multnomah,7/18/2020,Canceled,2
Multnomah,7/18/2020,Denied,2
Multnomah,7/19/2020,Approved,20
Multnomah,7/19/2020,Canceled,1
Multnomah,7/20/2020,Approved,77
Multnomah,7/20/2020,Canceled,3
Multnomah,7/20/2020,Denied,1
Multnomah,7/21/2020,Approved,73
Multnomah,7/21/2020,Canceled,4
Multnomah,7/22/2020,Approved,87
Multnomah,7/22/2020,Canceled,2
Multnomah,7/22/2020,Denied,1
Multnomah,7/23/2020,Approved,95
Multnomah,7/23/2020,Canceled,3
Multnomah,7/23/2020,Denied,1
Multnomah,7/24/2020,Approved,131
Multnomah,7/24/2020,Canceled,7
Multnomah,7/25/2020,Approved,111
Multnomah,7/25/2020,Canceled,5
Multnomah,7/25/2020,Denied,1
Multnomah,7/26/2020,Approved,25
Multnomah,7/26/2020,Canceled,1
Multnomah,7/27/2020,Approved,74
Multnomah,7/27/2020,Canceled,2
Multnomah,7/27/2020,Denied,1
Multnomah,7/28/2020,Approved,95
Multnomah,7/28/2020,Canceled,2
Multnomah,7/29/2020,Approved,94
Multnomah,7/29/2020,Canceled,5
Multnomah,7/30/2020,Approved,108
Multnomah,7/30/2020,Canceled,6
Multnomah,7/30/2020,Denied,1
Multnomah,7/31/2020,Approved,105
Multnomah,7/31/2020,Canceled,8
Multnomah,7/31/2020,Denied,1
Multnomah,8/1/2020,Approved,110
Multnomah,8/1/2020,Canceled,7
Multnomah,8/2/2020,Approved,18
Multnomah,8/2/2020,Canceled,3
Multnomah,8/3/2020,Approved,101
Multnomah,8/3/2020,Canceled,3
Multnomah,8/4/2020,Approved,80
Multnomah,8/4/2020,Canceled,3
Multnomah,8/5/2020,Approved,80
Multnomah,8/5/2020,Canceled,4
Multnomah,8/6/2020,Approved,95
Multnomah,8/6/2020,Canceled,5
Multnomah,8/6/2020,Denied,1
Multnomah,8/7/2020,Approved,96
Multnomah,8/7/2020,Canceled,5
Multnomah,8/7/2020,Denied,1
Multnomah,8/8/2020,Approved,94
Multnomah,8/8/2020,Canceled,3
Multnomah,8/9/2020,Approved,19
Multnomah,8/9/2020,Canceled,2
Multnomah,8/10/2020,Approved,69
Multnomah,8/10/2020,Canceled,7
Multnomah,8/11/2020,Approved,64
Multnomah,8/11/2020,Canceled,5
Multnomah,8/11/2020,Denied,1
Multnomah,8/12/2020,Approved,73
Multnomah,8/12/2020,Canceled,6
Multnomah,8/13/2020,Approved,84
Multnomah,8/13/2020,Canceled,6
Multnomah,8/14/2020,Approved,97
Multnomah,8/14/2020,Canceled,4
Multnomah,8/15/2020,Approved,110
Multnomah,8/15/2020,Canceled,2
Multnomah,8/15/2020,Denied,1
Multnomah,8/16/2020,Approved,32
Multnomah,8/16/2020,Canceled,1
Multnomah,8/17/2020,Approved,76
Multnomah,8/17/2020,Canceled,2
Multnomah,8/17/2020,Denied,1
Multnomah,8/18/2020,Approved,93
Multnomah,8/18/2020,Canceled,5
Multnomah,8/18/2020,Denied,1
Multnomah,8/19/2020,Approved,90
Multnomah,8/19/2020,Canceled,3
Multnomah,8/20/2020,Approved,99
Multnomah,8/20/2020,Canceled,9
Multnomah,8/20/2020,Denied,3
Multnomah,8/21/2020,Approved,94
Multnomah,8/21/2020,Canceled,2
Multnomah,8/21/2020,Denied,1
Multnomah,8/22/2020,Approved,107
Multnomah,8/22/2020,Canceled,4
Multnomah,8/23/2020,Approved,23
Multnomah,8/23/2020,Canceled,1
Multnomah,8/24/2020,Approved,63
Multnomah,8/24/2020,Canceled,6
Multnomah,8/24/2020,Denied,2
Multnomah,8/25/2020,Approved,92
Multnomah,8/25/2020,Canceled,4
Multnomah,8/25/2020,Denied,2
Multnomah,8/26/2020,Approved,91
Multnomah,8/26/2020,Canceled,4
Multnomah,8/27/2020,Approved,94
Multnomah,8/27/2020,Canceled,8
Multnomah,8/27/2020,Denied,1
Multnomah,8/28/2020,Approved,91
Multnomah,8/28/2020,Canceled,5
Multnomah,8/29/2020,Approved,115
Multnomah,8/29/2020,Canceled,2
Multnomah,8/29/2020,Denied,2
Multnomah,8/30/2020,Approved,27
Multnomah,8/30/2020,Canceled,1
Multnomah,8/30/2020,Denied,2
Multnomah,8/31/2020,Approved,91
Multnomah,8/31/2020,Canceled,7
Multnomah,8/31/2020,Denied,2
Multnomah,9/1/2020,Approved,95
Multnomah,9/1/2020,Canceled,3
Multnomah,9/1/2020,Denied,1
Multnomah,9/2/2020,Approved,89
Multnomah,9/2/2020,Canceled,4
Multnomah,9/3/2020,Approved,108
Multnomah,9/3/2020,Canceled,2
Multnomah,9/3/2020,Denied,3
Multnomah,9/4/2020,Approved,92
Multnomah,9/4/2020,Canceled,4
Multnomah,9/4/2020,Denied,1
Multnomah,9/5/2020,Approved,87
Multnomah,9/5/2020,Canceled,2
Multnomah,9/6/2020,Approved,15
Multnomah,9/7/2020,Approved,19
Multnomah,9/7/2020,Canceled,2
Multnomah,9/8/2020,Approved,76
Multnomah,9/8/2020,Canceled,6
Multnomah,9/9/2020,Approved,99
Multnomah,9/9/2020,Canceled,7
Multnomah,9/10/2020,Approved,108
Multnomah,9/10/2020,Canceled,7
Multnomah,9/10/2020,Denied,1
Multnomah,9/11/2020,Approved,117
Multnomah,9/11/2020,Canceled,10
Multnomah,9/12/2020,Approved,135
Multnomah,9/12/2020,Canceled,3
Multnomah,9/12/2020,Denied,3
Multnomah,9/13/2020,Approved,33
Multnomah,9/13/2020,Canceled,1
Multnomah,9/14/2020,Approved,89
Multnomah,9/14/2020,Canceled,10
Multnomah,9/14/2020,Denied,1
Multnomah,9/15/2020,Approved,108
Multnomah,9/15/2020,Canceled,1
